,Ship Mode,Segment,Category,Sub-Category,State,City,New Price,Quantity,Discount,New Discount Price,NEW PROFIT,New Profit per quantity
742,Second Class,Consumer,Furniture,Chairs,California,Los Angeles,471.5676,4,0.05,23.578380000000003,156.42162,39.105405
743,Standard Class,Consumer,Office Supplies,Supplies,Pennsylvania,Lancaster,530.7714,3,0.05,26.53857,153.46143,51.15381
744,Standard Class,Consumer,Furniture,Tables,Texas,San Antonio,1365.4751999999999,3,0.05,68.27376,531.7262399999998,177.24207999999996
745,Standard Class,Consumer,Furniture,Chairs,Pennsylvania,Chester,354.91679999999997,3,0.05,17.745839999999998,162.25415999999998,54.08472
746,Standard Class,Consumer,Technology,Phones,Pennsylvania,Chester,277.9587,3,0.05,13.897935000000002,166.102065,55.367355
747,Standard Class,Consumer,Furniture,Chairs,Pennsylvania,Chester,1033.9299999999998,5,0.05,51.69649999999999,128.3034999999999,25.66069999999998
748,First Class,Corporate,Office Supplies,Binders,Texas,Bedford,215.376,8,0.05,10.7688,169.2312,21.1539
749,Same Day,Corporate,Office Supplies,Binders,Ohio,Lorain,213.02429999999998,3,0.05,10.651215,169.348785,56.449594999999995
750,Standard Class,Corporate,Office Supplies,Binders,Texas,Houston,202.89,3,0.05,10.1445,169.8555,56.618500000000004
751,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,266.3712,2,0.05,13.31856,166.68144,83.34072
752,Standard Class,Corporate,Furniture,Tables,Pennsylvania,Philadelphia,671.1264,2,0.05,33.55632,146.44368,73.22184
753,Standard Class,Corporate,Office Supplies,Storage,Pennsylvania,Philadelphia,2739.438,6,0.05,136.9719,463.0281,77.17135
754,Standard Class,Corporate,Furniture,Tables,Pennsylvania,Philadelphia,267.3288,1,0.05,13.36644,166.63356,166.63356
755,Standard Class,Consumer,Office Supplies,Storage,Illinois,Chicago,834.2775,5,0.05,41.713875,138.286125,27.657225
756,Standard Class,Consumer,Technology,Phones,California,Oakland,268.2021,7,0.05,13.410105,166.58989499999998,23.798556428571427
757,First Class,Consumer,Office Supplies,Binders,Texas,Dallas,214.821,9,0.05,10.741050000000001,169.25895,18.80655
758,First Class,Consumer,Office Supplies,Binders,Texas,Dallas,206.5636,4,0.05,10.328180000000001,169.67182,42.417955
759,First Class,Consumer,Furniture,Bookcases,Texas,Dallas,389.2636,2,0.05,19.46318,160.53682,80.26841
760,Standard Class,Consumer,Furniture,Furnishings,Florida,Miramar,519.136,4,0.05,25.9568,154.0432,38.5108
761,Standard Class,Corporate,Office Supplies,Binders,Oregon,Tigard,188.5374,1,0.05,9.42687,170.57313,170.57313
762,Standard Class,Corporate,Office Supplies,Binders,Illinois,Decatur,1103.2335,3,0.05,55.161675,544.8383249999999,181.61277499999997
763,First Class,Home Office,Office Supplies,Binders,Arizona,Phoenix,193.8807,3,0.05,9.694035,170.30596500000001,56.768655
764,First Class,Consumer,Office Supplies,Storage,Ohio,Akron,456.28,2,0.05,22.814,157.186,78.593
765,Standard Class,Consumer,Office Supplies,Appliances,Texas,Houston,187.4712,1,0.05,9.373560000000001,170.62644,170.62644
766,Standard Class,Consumer,Office Supplies,Appliances,Texas,Houston,181.554,1,0.05,9.0777,170.9223,170.9223
767,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,191.2112,2,0.05,9.56056,170.43944,85.21972
768,Same Day,Consumer,Furniture,Tables,New York,New York City,221.5779,3,0.05,11.078895000000001,168.921105,56.307035000000006
769,Standard Class,Consumer,Technology,Accessories,Pennsylvania,Philadelphia,200.468,4,0.05,10.0234,169.9766,42.49415
770,Second Class,Consumer,Furniture,Furnishings,Florida,Jacksonville,273.30780000000004,3,0.05,13.665390000000002,166.33461000000003,55.44487000000001
771,Standard Class,Consumer,Technology,Machines,North Carolina,Charlotte,4569.979600000001,3,0.05,228.49898000000005,771.5010200000004,257.1670066666668
772,Standard Class,Corporate,Office Supplies,Binders,Illinois,Chicago,218.372,5,0.05,10.918600000000001,169.0814,33.81628
773,First Class,Corporate,Office Supplies,Binders,Texas,Deer Park,197.31,6,0.05,9.8655,170.1345,28.35575
774,Standard Class,Home Office,Furniture,Chairs,California,San Francisco,314.3722,1,0.05,15.718610000000002,164.28139000000002,164.28139000000002
775,Standard Class,Consumer,Office Supplies,Binders,Texas,Austin,204.8931,3,0.05,10.244655000000002,169.755345,56.585115
776,Standard Class,Consumer,Technology,Accessories,Texas,Austin,237.27,1,0.05,11.863500000000002,168.1365,168.1365
777,Standard Class,Consumer,Office Supplies,Storage,Texas,Austin,497.4416,4,0.05,24.87208,155.12792,38.78198
778,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Bristol,246.0192,4,0.05,12.300960000000002,167.69904,41.92476
779,Standard Class,Corporate,Office Supplies,Binders,Tennessee,Bristol,184.7736,3,0.05,9.23868,170.76132,56.920440000000006
780,Second Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,226.0464,6,0.05,11.302320000000002,168.69768,28.11628
781,First Class,Corporate,Technology,Accessories,Colorado,Aurora,363.85710000000006,7,0.05,18.192855000000005,161.80714500000002,23.115306428571433
782,First Class,Consumer,Furniture,Chairs,California,Pasadena,678.6032,2,0.05,33.93016,146.06984,73.03492
783,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,190.6,5,0.05,9.53,170.47,34.094
784,Standard Class,Corporate,Office Supplies,Binders,Texas,Mcallen,197.52870000000001,7,0.05,9.876435,170.12356499999999,24.303366428571426
785,Standard Class,Corporate,Office Supplies,Binders,Texas,Mcallen,185.2894,1,0.05,9.264470000000001,170.73553,170.73553
786,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,212.7456,4,0.05,10.63728,169.36272,42.34068
787,Second Class,Consumer,Furniture,Tables,Rhode Island,Cranston,626.2937999999999,1,0.05,31.31469,148.68530999999996,148.68530999999996
788,First Class,Consumer,Office Supplies,Binders,Illinois,Quincy,185.2046,2,0.05,9.26023,170.73977,85.369885
789,Standard Class,Corporate,Furniture,Furnishings,Illinois,Chicago,316.92060000000004,3,0.05,15.846030000000003,164.15397000000002,54.71799000000001
790,Standard Class,Home Office,Furniture,Chairs,Washington,Seattle,248.5122,1,0.05,12.42561,167.57439,167.57439
791,Standard Class,Corporate,Furniture,Furnishings,Texas,Dallas,1280.6574,9,0.05,64.03287,535.96713,59.551903333333335
792,Standard Class,Corporate,Office Supplies,Binders,Texas,Dallas,209.0547,9,0.05,10.452735,169.547265,18.838585000000002
793,Standard Class,Corporate,Office Supplies,Binders,Texas,Dallas,196.7374,1,0.05,9.836870000000001,170.16313,170.16313
794,Standard Class,Home Office,Office Supplies,Binders,Illinois,Rockford,210.2524,4,0.05,10.51262,169.48738,42.371845
795,Same Day,Consumer,Technology,Phones,Florida,Lakeland,249.2307,7,0.05,12.461535000000001,167.538465,23.93406642857143
796,First Class,Consumer,Office Supplies,Binders,Illinois,Freeport,841.96,4,0.05,42.098000000000006,557.902,139.4755
797,First Class,Consumer,Furniture,Furnishings,Illinois,Freeport,197.2854,3,0.05,9.864270000000001,170.13573,56.711909999999996
798,Standard Class,Corporate,Office Supplies,Binders,Oregon,Medford,196.5954,2,0.05,9.829770000000002,170.17023,85.085115
799,First Class,Corporate,Furniture,Chairs,Washington,Seattle,398.92220000000003,2,0.05,19.946110000000004,160.05389,80.026945
800,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,199.45499999999998,3,0.05,9.97275,170.02725,56.67575
801,Standard Class,Consumer,Furniture,Tables,Texas,Houston,1623.4232000000002,8,0.05,81.17116000000001,518.8288400000001,64.85360500000002
802,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,189.801,3,0.05,9.49005,170.50995,56.83665
803,Standard Class,Consumer,Furniture,Bookcases,Texas,Houston,1781.7624,7,0.05,89.08812,510.91188,72.98741142857143
804,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,212.7288,3,0.05,10.63644,169.36356,56.45452
805,Standard Class,Corporate,Office Supplies,Appliances,Texas,Dallas,770.212,2,0.05,38.510600000000004,561.4894,280.7447
806,Second Class,Corporate,Furniture,Bookcases,Texas,Port Arthur,502.1444,2,0.05,25.10722,154.89278,77.44639
807,Standard Class,Home Office,Office Supplies,Storage,Tennessee,Nashville,257.7408,1,0.05,12.887039999999999,167.11296,167.11296
808,Standard Class,Corporate,Office Supplies,Binders,Texas,Houston,263.2,5,0.05,13.16,166.84,33.368
809,Standard Class,Consumer,Technology,Phones,Pennsylvania,Philadelphia,244.7784,3,0.05,12.23892,167.76108,55.920359999999995
810,Standard Class,Corporate,Furniture,Tables,Oregon,Redmond,897.738,5,0.05,44.886900000000004,555.1131,111.02262
811,Standard Class,Consumer,Furniture,Tables,California,Los Angeles,818.2724000000001,4,0.05,40.91362000000001,139.08638,34.771595
812,Second Class,Consumer,Technology,Phones,New Mexico,Albuquerque,209.6703,3,0.05,10.483515,169.516485,56.505494999999996
813,Standard Class,Consumer,Office Supplies,Binders,Ohio,Akron,206.9136,2,0.05,10.345680000000002,169.65431999999998,84.82715999999999
814,Standard Class,Consumer,Technology,Phones,Ohio,Akron,584.9775,3,0.05,29.248874999999998,150.75112499999994,50.250374999999984
815,Standard Class,Consumer,Office Supplies,Binders,Ohio,Akron,183.9624,2,0.05,9.198120000000001,170.80188,85.40094
816,First Class,Consumer,Technology,Phones,California,San Francisco,1389.0048,6,0.05,69.45024,530.54976,88.42496
817,Second Class,Consumer,Office Supplies,Binders,Arizona,Mesa,215.9216,2,0.05,10.796080000000002,169.20392,84.60196
818,Second Class,Consumer,Office Supplies,Storage,Arizona,Mesa,637.4592,8,0.05,31.872960000000003,148.12704000000005,18.515880000000006
819,Standard Class,Consumer,Technology,Accessories,Ohio,Lancaster,211.86599999999999,2,0.05,10.5933,169.4067,84.70335
820,Second Class,Corporate,Office Supplies,Binders,North Carolina,Asheville,211.68,8,0.05,10.584000000000001,169.416,21.177
821,Second Class,Consumer,Office Supplies,Binders,Tennessee,Clarksville,3663.4300000000003,7,0.05,183.17150000000004,816.8285,116.6897857142857
822,Same Day,Consumer,Furniture,Furnishings,Illinois,Aurora,323.782,1,0.05,16.1891,163.8109,163.8109
823,Same Day,Consumer,Furniture,Chairs,Illinois,Aurora,715.3344000000001,2,0.05,35.76672000000001,144.23327999999998,72.11663999999999
824,Standard Class,Consumer,Furniture,Tables,California,San Francisco,464.823,3,0.05,23.24115,156.75885,52.25295
825,Standard Class,Consumer,Office Supplies,Binders,Illinois,Highland Park,187.344,5,0.05,9.3672,170.6328,34.12656
826,Standard Class,Consumer,Furniture,Bookcases,Illinois,Highland Park,1111.4256,4,0.05,55.57128,544.42872,136.10718
827,Standard Class,Consumer,Furniture,Bookcases,Illinois,Highland Park,1145.626,5,0.05,57.2813,122.7187,24.54374
828,First Class,Consumer,Furniture,Bookcases,New York,New York City,389.2636,2,0.05,19.46318,160.53682,80.26841
829,Same Day,Consumer,Office Supplies,Storage,Ohio,Springfield,211.1808,1,0.05,10.559040000000001,169.44096,169.44096
830,Same Day,Consumer,Office Supplies,Binders,Ohio,Springfield,229.248,3,0.05,11.4624,168.5376,56.1792
831,Standard Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,398.9222,2,0.05,19.94611,160.05389,80.026945
832,Standard Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,221.412,3,0.05,11.0706,168.9294,56.309799999999996
833,Standard Class,Consumer,Furniture,Furnishings,Ohio,Hamilton,392.3184,3,0.05,19.615920000000003,160.38407999999998,53.46135999999999
834,Standard Class,Consumer,Office Supplies,Binders,Ohio,Columbus,189.50560000000002,4,0.05,9.475280000000001,170.52472,42.63118
835,Standard Class,Consumer,Office Supplies,Binders,Illinois,Chicago,185.7823,1,0.05,9.289115,170.710885,170.710885
836,Standard Class,Consumer,Office Supplies,Appliances,Illinois,Chicago,277.7022,3,0.05,13.885110000000001,166.11489,55.37163
837,Standard Class,Home Office,Furniture,Chairs,California,San Francisco,322.52479999999997,2,0.05,16.12624,163.87376,81.93688
838,Standard Class,Consumer,Office Supplies,Supplies,Colorado,Denver,2232.3076,2,0.05,111.61538000000002,488.38462,244.19231
839,First Class,Home Office,Office Supplies,Storage,Colorado,Aurora,356.62080000000003,2,0.05,17.83104,162.16896000000003,81.08448000000001
840,First Class,Home Office,Office Supplies,Binders,Colorado,Aurora,315.6376,4,0.05,15.781880000000001,164.21812,41.05453
841,Standard Class,Consumer,Furniture,Bookcases,New York,New York City,517.6464,2,0.05,25.88232,154.11768,77.05884
842,Standard Class,Corporate,Furniture,Chairs,Pennsylvania,Philadelphia,331.8402,3,0.05,16.59201,163.40799,54.46933000000001
843,Same Day,Home Office,Furniture,Chairs,Ohio,Mentor,259.1526,1,0.05,12.957630000000002,167.04237,167.04237
844,Same Day,Home Office,Furniture,Tables,Ohio,Mentor,1133.5410000000002,2,0.05,56.67705000000001,543.3229500000001,271.66147500000005
845,Standard Class,Home Office,Office Supplies,Binders,Texas,Houston,221.4885,5,0.05,11.074425,168.925575,33.785115000000005
846,Standard Class,Home Office,Office Supplies,Supplies,Texas,Houston,263.808,9,0.05,13.1904,166.8096,18.534399999999998
847,Standard Class,Home Office,Office Supplies,Binders,Texas,Houston,192.2925,3,0.05,9.614625,170.385375,56.795125000000006
848,Second Class,Consumer,Furniture,Chairs,Ohio,Columbus,1141.7040000000002,6,0.05,57.085200000000015,122.9148000000001,20.485800000000015
849,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,1694.0384,4,0.05,84.70192,515.29808,128.82452
850,Standard Class,Consumer,Furniture,Tables,California,Los Angeles,357.7113,3,0.05,17.885565,162.11443500000001,54.03814500000001
851,First Class,Consumer,Office Supplies,Binders,Arizona,Phoenix,274.9728,6,0.05,13.748640000000002,166.25136,27.708560000000002
852,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,186.1992,2,0.05,9.30996,170.69004,85.34502
853,Standard Class,Corporate,Furniture,Tables,Rhode Island,Providence,702.144,7,0.05,35.1072,144.8928,20.69897142857143
854,Standard Class,Corporate,Office Supplies,Binders,Illinois,Chicago,194.84,7,0.05,9.742,170.258,24.32257142857143
855,Second Class,Consumer,Furniture,Chairs,Illinois,Chicago,569.0871,9,0.05,28.454355,151.545645,16.838405
856,Second Class,Consumer,Office Supplies,Binders,Illinois,Chicago,184.9164,2,0.05,9.24582,170.75418,85.37709
857,Second Class,Consumer,Furniture,Furnishings,Illinois,Chicago,189.894,1,0.05,9.4947,170.5053,170.5053
858,Standard Class,Consumer,Office Supplies,Binders,Arizona,Glendale,195.1209,1,0.05,9.756045,170.243955,170.243955
859,First Class,Consumer,Furniture,Chairs,Texas,San Antonio,317.0025,3,0.05,15.850125,164.149875,54.716625
860,Standard Class,Home Office,Furniture,Chairs,Florida,Miramar,656.7672,4,0.05,32.83836,147.16164000000006,36.790410000000016
861,Standard Class,Corporate,Office Supplies,Storage,Arizona,Mesa,281.9628,6,0.05,14.09814,165.90186000000003,27.650310000000005
862,Standard Class,Consumer,Office Supplies,Binders,North Carolina,Fayetteville,229.8888,6,0.05,11.49444,168.50556,28.08426
863,Standard Class,Consumer,Office Supplies,Binders,Texas,Houston,207.7614,6,0.05,10.38807,169.61193,28.268655
864,Standard Class,Corporate,Furniture,Chairs,California,Los Angeles,331.8402,3,0.05,16.59201,163.40798999999998,54.46932999999999
865,Standard Class,Home Office,Office Supplies,Appliances,Texas,Houston,829.1835,3,0.05,41.459175,558.540825,186.18027500000002
866,Standard Class,Consumer,Office Supplies,Supplies,Tennessee,Columbia,190.8192,3,0.05,9.54096,170.45904,56.81968
867,Standard Class,Consumer,Office Supplies,Storage,Tennessee,Columbia,441.711,2,0.05,22.08555,157.91445,78.957225
868,Second Class,Consumer,Office Supplies,Binders,Colorado,Fort Collins,185.7024,4,0.05,9.285120000000001,170.71488,42.67872
869,Second Class,Consumer,Furniture,Chairs,Colorado,Fort Collins,788.0928,4,0.05,39.40464,140.59536,35.14884
870,Standard Class,Home Office,Furniture,Chairs,New York,New York City,333.862,2,0.05,16.6931,163.30689999999998,81.65344999999999
871,Standard Class,Consumer,Technology,Accessories,Pennsylvania,Philadelphia,207.8964,3,0.05,10.394820000000001,169.60518,56.535059999999994
872,Standard Class,Consumer,Furniture,Chairs,Pennsylvania,Philadelphia,1060.2924,6,0.05,53.01462000000001,126.98537999999999,21.16423
873,Standard Class,Consumer,Office Supplies,Storage,Pennsylvania,Philadelphia,266.346,3,0.05,13.317300000000001,166.6827,55.560900000000004
874,Standard Class,Consumer,Office Supplies,Binders,Florida,Pembroke Pines,193.5108,9,0.05,9.67554,170.32446,18.92494
875,Standard Class,Corporate,Office Supplies,Binders,Texas,Fort Worth,209.862,10,0.05,10.4931,169.5069,16.95069
876,Standard Class,Corporate,Furniture,Bookcases,Texas,Fort Worth,1342.6566,7,0.05,67.13283,532.86717,76.12388142857142
877,Standard Class,Corporate,Office Supplies,Storage,Texas,Fort Worth,1010.631,5,0.05,50.53155,129.46845,25.89369
878,Standard Class,Corporate,Furniture,Tables,Pennsylvania,Philadelphia,478.368,4,0.05,23.918400000000002,156.0816,39.0204
879,Standard Class,Corporate,Furniture,Bookcases,Pennsylvania,Philadelphia,425.82,4,0.05,21.291,158.709,39.67725
880,Standard Class,Corporate,Office Supplies,Binders,Pennsylvania,Philadelphia,186.2748,2,0.05,9.313740000000001,170.68626,85.34313
881,Standard Class,Corporate,Office Supplies,Fasteners,Pennsylvania,Philadelphia,192.9654,7,0.05,9.64827,170.35173,24.33596142857143
882,Standard Class,Consumer,Office Supplies,Binders,Pennsylvania,Lancaster,190.4775,5,0.05,9.523875,170.476125,34.095225
883,First Class,Consumer,Furniture,Chairs,Arizona,Tucson,464.7636,3,0.05,23.23818,156.76182,52.25394
884,Standard Class,Home Office,Office Supplies,Storage,Texas,Austin,269.2992,2,0.05,13.46496,166.53504,83.26752
885,Standard Class,Home Office,Furniture,Furnishings,Texas,Austin,194.9925,1,0.05,9.749625000000002,170.250375,170.250375
886,Standard Class,Corporate,Office Supplies,Appliances,Texas,Houston,208.314,2,0.05,10.415700000000001,169.58429999999998,84.79214999999999
887,Same Day,Consumer,Office Supplies,Binders,Pennsylvania,Philadelphia,181.4484,1,0.05,9.07242,170.92758,170.92758
888,Standard Class,Consumer,Furniture,Furnishings,Texas,Huntsville,311.5206,2,0.05,15.576030000000001,164.42397,82.211985
889,Second Class,Consumer,Furniture,Tables,Illinois,Aurora,1078.7042999999999,3,0.05,53.935215,546.0647849999999,182.02159499999996
