Category,City,Country,Discount,Number of Records,Postal Code,Profit,Quantity,Sales,Segment,Ship Mode,State,Sub-Category
Office Supplies,Springfield,United States,0.7,1,45503,-46.592,7,69.888,Home Office,Standard Class,Ohio,Binders
Office Supplies,Memphis,United States,0.7,1,38109,-2.0622,2,2.946,Consumer,Standard Class,Tennessee,Binders
Office Supplies,Jacksonville,United States,0.2,1,32216,-21.294,2,113.568,Corporate,Standard Class,Florida,Storage
Office Supplies,Salem,United States,0.7,1,97301,-4.5192,4,6.456,Consumer,Standard Class,Oregon,Binders
Office Supplies,Salem,United States,0.2,1,97301,-2.6025,5,13.88,Consumer,Standard Class,Oregon,Supplies
Technology,Salem,United States,0.2,1,97301,-18.186,10,103.92,Consumer,Standard Class,Oregon,Accessories
Office Supplies,Troy,United States,0.7,1,45373,-100.92,6,121.104,Home Office,Standard Class,Ohio,Binders
Furniture,Philadelphia,United States,0.3,1,19143,-30.9332,2,127.372,Consumer,Standard Class,Pennsylvania,Chairs
Office Supplies,Port Saint Lucie,United States,0.7,1,34952,-2.245,2,2.694,Consumer,Standard Class,Florida,Binders
Technology,Denver,United States,0.7,1,80219,-45.9954,2,59.994,Corporate,Second Class,Colorado,Machines
Furniture,Mesquite,United States,0.6,1,75150,-2.5472,2,6.368,Corporate,Standard Class,Texas,Furnishings
Office Supplies,Mesquite,United States,0.8,1,75150,-87.1488,3,34.176,Corporate,Standard Class,Texas,Appliances
Office Supplies,Phoenix,United States,0.7,1,85023,-459.9875,5,551.985,Corporate,Standard Class,Arizona,Binders
Office Supplies,Clinton,United States,0,1,20735,0,7,636.86,Corporate,Standard Class,Maryland,Storage
Furniture,Odessa,United States,0.3,1,79762,-56.343,5,563.43,Corporate,First Class,Texas,Chairs
Office Supplies,Chicago,United States,0.8,1,60623,-3.0396,3,1.788,Consumer,Standard Class,Illinois,Binders
Furniture,Houston,United States,0.3,1,77036,-1.4196,2,99.372,Corporate,Standard Class,Texas,Tables
Furniture,San Francisco,United States,0.2,1,94122,-325.572,6,2003.52,Consumer,Standard Class,California,Tables
Office Supplies,Philadelphia,United States,0.2,1,19140,-19.5624,2,82.368,Corporate,Standard Class,Pennsylvania,Storage
Office Supplies,Memphis,United States,0.2,1,38109,-63.0056,4,720.064,Consumer,Second Class,Tennessee,Storage
Office Supplies,Columbus,United States,0.7,1,43229,-2.61,2,3.132,Home Office,Standard Class,Ohio,Binders
Office Supplies,Altoona,United States,0.7,1,16602,-3.3879,3,4.419,Corporate,First Class,Pennsylvania,Binders
Furniture,San Diego,United States,0.2,1,92037,-16.65,3,333,Consumer,Standard Class,California,Tables
Furniture,Greensboro,United States,0.4,1,27405,-192.0468,3,523.764,Corporate,First Class,North Carolina,Tables
Office Supplies,Plantation,United States,0.7,1,33317,-4.0158,2,5.238,Corporate,Standard Class,Florida,Binders
Office Supplies,Plantation,United States,0.7,1,33317,-3.7296,3,4.662,Corporate,Standard Class,Florida,Binders
Furniture,Plantation,United States,0.2,1,33317,-72.039,5,523.92,Corporate,Standard Class,Florida,Chairs
Technology,Mobile,United States,0,1,36608,0,3,59.97,Consumer,Standard Class,Alabama,Phones
Furniture,New York City,United States,0.2,1,10024,-15.7176,3,314.352,Consumer,Standard Class,New York,Bookcases
Technology,Columbus,United States,0.4,1,43229,-209.994,5,1049.97,Corporate,Same Day,Ohio,Phones
Furniture,Columbus,United States,0.3,1,43229,-34.9176,3,611.058,Corporate,Same Day,Ohio,Chairs
Furniture,North Las Vegas,United States,0.2,1,89031,-109.5822,3,674.352,Consumer,Standard Class,Nevada,Chairs
Furniture,Los Angeles,United States,0.15,1,90049,-36.294,6,616.998,Corporate,First Class,California,Bookcases
Office Supplies,Canton,United States,0,1,48187,0,3,501.81,Home Office,Second Class,Michigan,Storage
Office Supplies,Rockford,United States,0.8,1,61107,-53.7088,8,33.568,Consumer,First Class,Illinois,Binders
Office Supplies,San Francisco,United States,0,1,94122,0,5,26.4,Home Office,Standard Class,California,Storage
Office Supplies,San Antonio,United States,0.8,1,78207,-6.237,3,3.564,Consumer,Second Class,Texas,Binders
Furniture,Chicago,United States,0.5,1,60653,-269.3376,3,480.96,Home Office,Standard Class,Illinois,Tables
Furniture,Champaign,United States,0.6,1,61821,-182.352,5,151.96,Consumer,Standard Class,Illinois,Furnishings
Office Supplies,Johnson City,United States,0.7,1,37604,-63.1092,7,86.058,Consumer,Second Class,Tennessee,Binders
Office Supplies,Tampa,United States,0.7,1,33614,-26.733,5,38.19,Consumer,Standard Class,Florida,Binders
Office Supplies,Gilbert,United States,0.2,1,85234,-19.5624,2,82.368,Consumer,Standard Class,Arizona,Storage
Furniture,Gilbert,United States,0.2,1,85234,-36.4704,6,364.704,Consumer,Standard Class,Arizona,Furnishings
Office Supplies,Chicago,United States,0.8,1,60653,-20.6176,4,12.128,Consumer,Standard Class,Illinois,Binders
Office Supplies,Bolingbrook,United States,0.8,1,60440,-16.467,5,9.98,Home Office,Standard Class,Illinois,Binders
Technology,Philadelphia,United States,0.2,1,19143,-1.1996,2,47.984,Home Office,Standard Class,Pennsylvania,Accessories
Office Supplies,Philadelphia,United States,0.7,1,19143,-6.952,4,10.428,Home Office,Standard Class,Pennsylvania,Binders
Furniture,Philadelphia,United States,0.2,1,19143,-68.392,4,547.136,Home Office,Standard Class,Pennsylvania,Furnishings
Technology,Philadelphia,United States,0.4,1,19143,-3.2175,5,14.85,Home Office,Standard Class,Pennsylvania,Phones
Technology,Philadelphia,United States,0.4,1,19143,-9.7972,2,41.988,Home Office,Standard Class,Pennsylvania,Phones
Furniture,Philadelphia,United States,0.5,1,19143,-211.47,5,352.45,Home Office,Standard Class,Pennsylvania,Bookcases
Furniture,Phoenix,United States,0.5,1,85023,-448.896,5,801.6,Consumer,Standard Class,Arizona,Tables
Office Supplies,Phoenix,United States,0.7,1,85023,-6.1248,4,7.656,Consumer,Standard Class,Arizona,Binders
Furniture,Phoenix,United States,0.2,1,85023,-42.8967,3,311.976,Consumer,Standard Class,Arizona,Chairs
Furniture,Harlingen,United States,0.32,1,78550,-14.196,5,241.332,Consumer,First Class,Texas,Bookcases
Furniture,Grand Prairie,United States,0.3,1,75051,-25.3764,2,197.372,Consumer,Standard Class,Texas,Chairs
Office Supplies,Homestead,United States,0.2,1,33030,-0.6624,1,2.944,Consumer,Standard Class,Florida,Supplies
Furniture,Pasadena,United States,0.3,1,77506,-18.222,6,255.108,Home Office,Standard Class,Texas,Chairs
Office Supplies,Nashville,United States,0.7,1,37211,-8.6457,3,11.277,Consumer,Standard Class,Tennessee,Binders
Office Supplies,Colorado Springs,United States,0.7,1,80906,-32.508,7,40.635,Home Office,First Class,Colorado,Binders
Office Supplies,San Antonio,United States,0.8,1,78207,-9.1648,8,5.728,Corporate,Standard Class,Texas,Binders
Technology,Seattle,United States,0.2,1,98105,-20.1362,2,84.784,Home Office,Standard Class,Washington,Phones
Furniture,New York City,United States,0.4,1,10024,-19.5492,2,53.316,Corporate,Standard Class,New York,Tables
Furniture,Los Angeles,United States,0.2,1,90045,-3.5996,4,287.968,Consumer,Second Class,California,Chairs
Office Supplies,Lancaster,United States,0.2,1,17602,-64.4274,3,286.344,Consumer,Standard Class,Pennsylvania,Supplies
Furniture,San Antonio,United States,0.3,1,78207,-127.5792,3,637.896,Consumer,Standard Class,Texas,Tables
Furniture,Chester,United States,0.3,1,19013,-4.8588,3,170.058,Consumer,Standard Class,Pennsylvania,Chairs
Technology,Chester,United States,0.4,1,19013,-15.1767,3,82.782,Consumer,Standard Class,Pennsylvania,Phones
Furniture,Chester,United States,0.3,1,19013,0,5,853.93,Consumer,Standard Class,Pennsylvania,Chairs
Office Supplies,Bedford,United States,0.8,1,76021,-22.512,8,12.864,Corporate,First Class,Texas,Binders
Office Supplies,Lorain,United States,0.7,1,44052,-14.3313,3,18.693,Corporate,Same Day,Ohio,Binders
Office Supplies,Houston,United States,0.8,1,77070,-13.734,3,9.156,Corporate,Standard Class,Texas,Binders
Office Supplies,Chicago,United States,0.8,1,60653,-62.3792,2,23.992,Consumer,Standard Class,Illinois,Appliances
Furniture,Philadelphia,United States,0.4,1,19134,-81.8544,2,409.272,Corporate,Standard Class,Pennsylvania,Tables
Office Supplies,Philadelphia,United States,0.2,1,19134,-337.806,6,1801.632,Corporate,Standard Class,Pennsylvania,Storage
Furniture,Philadelphia,United States,0.4,1,19134,-20.1528,1,67.176,Corporate,Standard Class,Pennsylvania,Tables
Office Supplies,Chicago,United States,0.2,1,60610,-8.0775,5,646.2,Consumer,Standard Class,Illinois,Storage
Technology,Oakland,United States,0.2,1,94601,-15.4581,7,72.744,Consumer,Standard Class,California,Phones
Office Supplies,Dallas,United States,0.8,1,75081,-21.681,9,13.14,Consumer,First Class,Texas,Binders
Office Supplies,Dallas,United States,0.8,1,75081,-16.5396,4,10.024,Consumer,First Class,Texas,Binders
Furniture,Dallas,United States,0.32,1,75081,-52.8908,2,156.3728,Consumer,First Class,Texas,Bookcases
Furniture,Miramar,United States,0.2,1,33023,0,4,339.136,Consumer,Standard Class,Florida,Furnishings
Office Supplies,Tigard,United States,0.7,1,97224,-3.5154,1,5.022,Corporate,Standard Class,Oregon,Binders
Office Supplies,Decatur,United States,0.8,1,62521,-320.2395,3,182.994,Corporate,Standard Class,Illinois,Binders
Office Supplies,Phoenix,United States,0.7,1,85023,-6.0237,3,7.857,Home Office,First Class,Arizona,Binders
Office Supplies,Akron,United States,0.2,1,44312,-55.256,2,221.024,Consumer,First Class,Ohio,Storage
Office Supplies,Houston,United States,0.8,1,77095,-5.2072,1,2.264,Consumer,Standard Class,Texas,Appliances
Office Supplies,Houston,United States,0.8,1,77095,-1.11,1,0.444,Consumer,Standard Class,Texas,Appliances
Office Supplies,Houston,United States,0.8,1,77041,-6.8992,2,4.312,Consumer,Standard Class,Texas,Binders
Furniture,New York City,United States,0.4,1,10011,-14.1639,3,27.414,Consumer,Same Day,New York,Tables
Technology,Philadelphia,United States,0.2,1,19120,-1.428,4,19.04,Consumer,Standard Class,Pennsylvania,Accessories
Furniture,Jacksonville,United States,0.2,1,32216,-2.2758,3,91.032,Consumer,Second Class,Florida,Furnishings
Technology,Charlotte,United States,0.5,1,28205,-944.9946,3,2624.985,Consumer,Standard Class,North Carolina,Machines
Office Supplies,Chicago,United States,0.8,1,60623,-23.892,5,14.48,Corporate,Standard Class,Illinois,Binders
Office Supplies,Deer Park,United States,0.8,1,77536,-10.386,6,6.924,Corporate,First Class,Texas,Binders
Furniture,San Francisco,United States,0.2,1,94110,-13.5882,1,120.784,Home Office,Standard Class,California,Chairs
Office Supplies,Austin,United States,0.8,1,78745,-15.1311,3,9.762,Consumer,Standard Class,Texas,Binders
Technology,Austin,United States,0.2,1,78745,-2.07,1,55.2,Consumer,Standard Class,Texas,Accessories
Office Supplies,Austin,United States,0.2,1,78745,-58.3056,4,259.136,Consumer,Standard Class,Texas,Storage
Office Supplies,Bristol,United States,0.7,1,37620,-27.9312,4,38.088,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Bristol,United States,0.7,1,37620,-1.9656,3,2.808,Corporate,Standard Class,Tennessee,Binders
Office Supplies,Philadelphia,United States,0.7,1,19140,-19.9824,6,26.064,Consumer,Second Class,Pennsylvania,Binders
Technology,Aurora,United States,0.2,1,80013,-14.7931,7,169.064,Corporate,First Class,Colorado,Accessories
Furniture,Pasadena,United States,0.2,1,91104,-65.0352,2,433.568,Consumer,First Class,California,Chairs
Office Supplies,Houston,United States,0.8,1,77036,-6.36,5,4.24,Consumer,Standard Class,Texas,Binders
Office Supplies,Mcallen,United States,0.8,1,78501,-10.6547,7,6.874,Corporate,Standard Class,Texas,Binders
Office Supplies,Mcallen,United States,0.8,1,78501,-3.2934,1,1.996,Corporate,Standard Class,Texas,Binders
Office Supplies,Philadelphia,United States,0.7,1,19134,-14.5536,4,18.192,Consumer,Standard Class,Pennsylvania,Binders
Furniture,Cranston,United States,0.3,1,02920,-60.6078,1,385.686,Consumer,Second Class,Rhode Island,Tables
Office Supplies,Quincy,United States,0.8,1,62301,-3.2406,2,1.964,Consumer,First Class,Illinois,Binders
Furniture,Chicago,United States,0.6,1,60623,-42.4926,3,94.428,Corporate,Standard Class,Illinois,Furnishings
Furniture,Seattle,United States,0.2,1,98103,-6.9282,1,61.584,Home Office,Standard Class,Washington,Chairs
Furniture,Dallas,United States,0.6,1,75220,-348.6294,9,332.028,Corporate,Standard Class,Texas,Furnishings
Office Supplies,Dallas,United States,0.8,1,75220,-17.6607,9,11.394,Corporate,Standard Class,Texas,Binders
Office Supplies,Dallas,United States,0.8,1,75220,-10.4214,1,6.316,Corporate,Standard Class,Texas,Binders
Office Supplies,Rockford,United States,0.8,1,61107,-18.8364,4,11.416,Home Office,Standard Class,Illinois,Binders
Technology,Lakeland,United States,0.2,1,33801,-13.2867,7,55.944,Consumer,Same Day,Florida,Phones
Office Supplies,Freeport,United States,0.8,1,61032,-145.176,4,96.784,Consumer,First Class,Illinois,Binders
Furniture,Freeport,United States,0.6,1,61032,-6.8094,3,10.476,Consumer,First Class,Illinois,Furnishings
Office Supplies,Medford,United States,0.7,1,97504,-6.8334,2,9.762,Corporate,Standard Class,Oregon,Binders
Furniture,Seattle,United States,0.2,1,98103,-22.1382,2,196.784,Corporate,First Class,Washington,Chairs
Office Supplies,Philadelphia,United States,0.7,1,19143,-7.782,3,11.673,Consumer,Standard Class,Pennsylvania,Binders
Furniture,Houston,United States,0.3,1,77036,-160.2952,8,863.128,Consumer,Standard Class,Texas,Tables
Office Supplies,Houston,United States,0.8,1,77036,-6.237,3,3.564,Consumer,Standard Class,Texas,Binders
Furniture,Houston,United States,0.32,1,77036,-225.0976,7,956.6648,Consumer,Standard Class,Texas,Bookcases
Office Supplies,Houston,United States,0.8,1,77036,-20.1408,3,12.588,Consumer,Standard Class,Texas,Binders
Office Supplies,Dallas,United States,0.8,1,75220,-121.58,2,48.632,Corporate,Standard Class,Texas,Appliances
Furniture,Port Arthur,United States,0.32,1,77642,-76.0116,2,246.1328,Corporate,Second Class,Texas,Bookcases
Office Supplies,Nashville,United States,0.2,1,37211,-12.9568,1,64.784,Home Office,Standard Class,Tennessee,Storage
Office Supplies,Houston,United States,0.8,1,77095,-49.92,5,33.28,Corporate,Standard Class,Texas,Binders
Technology,Philadelphia,United States,0.4,1,19140,-10.7964,3,53.982,Consumer,Standard Class,Pennsylvania,Phones
Furniture,Redmond,United States,0.5,1,97756,-120.513,5,177.225,Corporate,Standard Class,Oregon,Tables
Furniture,Los Angeles,United States,0.2,1,90045,-64.5444,4,573.728,Consumer,Standard Class,California,Tables
Technology,Albuquerque,United States,0.2,1,87105,-5.6943,3,23.976,Consumer,Second Class,New Mexico,Phones
Office Supplies,Akron,United States,0.7,1,44312,-11.9616,2,14.952,Consumer,Standard Class,Ohio,Binders
Technology,Akron,United States,0.4,1,44312,-80.9955,3,323.982,Consumer,Standard Class,Ohio,Phones
Office Supplies,Akron,United States,0.7,1,44312,-1.6764,2,2.286,Consumer,Standard Class,Ohio,Binders
Technology,San Francisco,United States,0.2,1,94110,-131.5008,6,657.504,Consumer,First Class,California,Phones
Office Supplies,Mesa,United States,0.7,1,85204,-15.1976,2,20.724,Consumer,Second Class,Arizona,Binders
Office Supplies,Mesa,United States,0.2,1,85204,-41.5872,8,415.872,Consumer,Second Class,Arizona,Storage
Technology,Lancaster,United States,0.2,1,43130,-4.746,2,27.12,Consumer,Standard Class,Ohio,Accessories
Office Supplies,Asheville,United States,0.7,1,28806,-12.672,8,19.008,Corporate,Second Class,North Carolina,Binders
Office Supplies,Clarksville,United States,0.7,1,37042,-1065.372,7,1598.058,Consumer,Second Class,Tennessee,Binders
Furniture,Aurora,United States,0.6,1,60505,-66.062,1,77.72,Consumer,Same Day,Illinois,Furnishings
Furniture,Aurora,United States,0.3,1,60505,-14.8704,2,520.464,Consumer,Same Day,Illinois,Chairs
Furniture,San Francisco,United States,0.2,1,94110,-31.647,3,253.176,Consumer,Standard Class,California,Tables
Office Supplies,Highland Park,United States,0.8,1,60035,-4.464,5,2.88,Consumer,Standard Class,Illinois,Binders
Furniture,Highland Park,United States,0.3,1,60035,-126.4816,4,384.944,Consumer,Standard Class,Illinois,Bookcases
Furniture,Highland Park,United States,0.3,1,60035,-52.196,5,913.43,Consumer,Standard Class,Illinois,Bookcases
Furniture,New York City,United States,0.2,1,10035,-25.2956,2,183.968,Consumer,First Class,New York,Bookcases
Office Supplies,Springfield,United States,0.2,1,45503,-5.1968,1,25.984,Consumer,Same Day,Ohio,Storage
Office Supplies,Springfield,United States,0.7,1,45503,-21.888,3,27.36,Consumer,Same Day,Ohio,Binders
Furniture,Philadelphia,United States,0.3,1,19120,-46.7362,2,172.186,Consumer,Standard Class,Pennsylvania,Chairs
Office Supplies,Philadelphia,United States,0.2,1,19140,-2.436,3,38.976,Consumer,Standard Class,Pennsylvania,Storage
Furniture,Hamilton,United States,0.2,1,45011,-21.4704,3,190.848,Consumer,Standard Class,Ohio,Furnishings
Office Supplies,Columbus,United States,0.7,1,43229,-4.0216,4,5.484,Consumer,Standard Class,Ohio,Binders
Office Supplies,Chicago,United States,0.8,1,60653,-3.6003,1,2.182,Consumer,Standard Class,Illinois,Binders
Office Supplies,Chicago,United States,0.8,1,60653,-71.2962,3,26.406,Consumer,Standard Class,Illinois,Appliances
Furniture,San Francisco,United States,0.2,1,94110,-12.9568,2,129.568,Home Office,Standard Class,California,Chairs
Office Supplies,Denver,United States,0.2,1,80219,-299.8116,2,1332.496,Consumer,Standard Class,Colorado,Supplies
Office Supplies,Aurora,United States,0.2,1,80013,-29.4368,2,147.184,Home Office,First Class,Colorado,Storage
Office Supplies,Aurora,United States,0.7,1,80013,-58.8616,4,76.776,Home Office,First Class,Colorado,Binders
Furniture,New York City,United States,0.2,1,10035,-16.0784,2,321.568,Consumer,Standard Class,New York,Bookcases
Furniture,Philadelphia,United States,0.3,1,19140,-23.7822,3,128.058,Corporate,Standard Class,Pennsylvania,Chairs
Furniture,Mentor,United States,0.3,1,44060,-15.4666,1,63.686,Home Office,Same Day,Ohio,Chairs
Furniture,Mentor,United States,0.4,1,44060,-189.321,2,344.22,Home Office,Same Day,Ohio,Tables
Office Supplies,Houston,United States,0.8,1,77036,-25.2185,5,16.27,Home Office,Standard Class,Texas,Binders
